GENE	Gene Length	DtL_0min_set2d_RNA_Rep1	DtL_0min_set2d_RNA_Rep2	DtL_0min_set2d_RNA_Rep3	DtL_20min_set2d_RNA_Rep1	DtL_20min_set2d_RNA_Rep2	DtL_20min_set2d_RNA_Rep3	DtL_40min_set2d_RNA_Rep1	DtL_40min_set2d_RNA_Rep2	DtL_40min_set2d_RNA_Rep3	DtL_60min_set2d_RNA_Rep1	DtL_60min_set2d_RNA_Rep2
YDR465C	1239	22.2828	25.6442	28.6934	24.5	25.7063	24.218	22.9173	26.4031	23.8022	25.1369	31.5793
YDR466W	2697	16.4417	16.5522	16.8999	17.8532	17.5243	17.0875	18.1289	18.8968	19.33	17.2991	19.174
YDR467C	327	6.3363	5.64066	6.52296	9.2846	6.09787	6.20653	6.99068	5.99778	7.96601	8.95742	7.64737
YDR468C	675	30.0594	33.1211	42.9328	32.2852	36.7158	35.9241	37.1027	40.1461	41.6127	37.6557	44.1032
YDR469W	528	46.1057	51.3049	52.1108	45.5094	51.1117	46.8984	44.4875	48.9268	44.4163	51.9969	48.6134
YDR470C	1509	16.9536	16.4288	17.2715	18.6747	17.3448	16.8219	17.9311	17.4414	18.436	18.0135	18.5161
YDR471W	411	1235.44	1243.14	1151.7	1161.85	1097.6	1068.27	979.766	1112.76	1011.86	946.893	1097.35
YDR472W	852	26.6415	24.1294	25.6083	27.0335	23.8066	24.3218	25.8183	25.0828	26.8192	25.7046	27.055
YDR473C	1410	6.76812	6.44906	11.1269	7.11845	8.1816	9.5346	7.74726	9.6511	10.0967	9.19178	10.4516
YDR475C	2631	13.5863	12.877	15.6673	16.0174	14.8616	15.505	16.7083	15.481	17.4753	14.9085	16.4016
YDR476C	675	53.6286	51.8786	61.3015	66.2236	55.9958	54.006	58.4395	60.1378	58.2914	41.0982	56.7684
YDR477W	1902	40.0715	38.3775	42.4787	45.4109	41.3915	43.3898	44.7225	42.8223	46.4134	37.9849	44.5092
YDR478W	597	12.7953	14.1025	12.1078	14.9991	12.3138	14.4388	15.958	14.6038	13.7489	17.1806	16.4232
YDR479C	1665	10.7697	12.2861	14.7964	13.9989	14.4588	14.2842	14.6651	14.8585	16.4893	13.6868	15.8286
YDR480W	972	7.72858	7.65819	8.45352	9.5687	8.95629	9.52512	9.7818	9.66814	11.2501	10.3291	10.1467
YDR481C	1701	53.3153	65.5839	65.3557	61.6257	69.3048	59.69	58.007	76.2969	64.8493	48.5417	72.2607
YDR482C	408	33.4958	41.6492	50.2336	36.997	43.2711	34.1686	36.5687	45.1627	42.7305	29.2308	47.0775
YDR483W	1329	167.234	168.6	159.743	180.377	166.073	163.924	175.136	163.895	167.617	165.557	167.348
YDR484W	1926	15.6187	16.1143	14.6472	17.0942	13.983	15.4527	16.8971	15.6385	17.0614	16.5614	15.4761
YDR485C	2388	13.0208	12.8985	14.7739	14.0992	13.2556	13.3195	14.0131	14.2312	14.8191	14.0074	14.9649
YDR486C	690	53.3224	50.8274	53.2318	55.0001	51.6619	53.3836	60.4341	51.4059	55.712	59.0389	56.0465
YDR487C	627	235.287	269.32	243.454	249.708	253.748	219.164	207.878	260.452	230.813	180.075	247.841
YDR488C	1602	7.20583	6.95224	7.73415	8.77206	8.16427	6.99392	8.06865	9.3584	8.92916	6.45333	8.98422
YDR489W	885	12.6753	13.2318	12.34	12.2129	12.4648	12.3921	13.4334	13.3361	14.7827	13.2319	14.4519
YDR490C	2301	24.7347	23.8936	25.024	27.9909	26.475	25.6677	27.9769	27.5983	29.6474	25.2444	27.7172
YDR491C	492	0	0.129463	0.190544	0.255717	0.0979696	0.629781	0	0.0713789	0.590693	0.185693	0.26328
YDR492W	951	48.2561	48.3096	46.4341	43.3736	37.0325	31.9735	37.4241	38.0999	31.1477	35.3852	37.0314
YDR493W	372	49.2147	50.6421	46.3022	50.1829	51.0971	46.8649	48.2365	51.1891	53.681	48.0581	57.9088
YDR494W	1086	21.8707	22.4013	24.2852	23.46	24.4039	22.4283	26.3976	26.3803	27.6101	28.6266	27.8737
YDR495C	3036	10.0038	9.61168	9.61099	11.4082	9.99416	9.85652	11.632	10.3996	11.7598	11.5358	11.4472
YDR496C	1971	54.6398	54.1772	46.7862	45.8406	40.4795	40.7772	43.6471	43.403	40.7331	49.5387	48.9179
YDR497C	1755	317.543	272.722	306.868	375.078	274.187	287.444	292.683	274.815	297.212	237.976	267.378
YDR498C	1152	20.4011	19.8407	20.4848	19.9332	20.4848	18.1904	18.4497	20.2071	20.426	18.539	21.1132
YDR499W	2244	9.1904	9.26439	8.97033	9.87376	9.12885	9.21801	11.0394	10.2245	11.1161	11.4109	11.2454
YDR500C	267	7806.51	7896.14	8030.23	6870.58	7337.28	7342.84	6937.86	7001.9	6824.54	5563.18	6713.57
YDR501W	1566	3.80084	4.07277	3.30479	3.9476	4.15757	3.9702	4.48698	3.99055	4.70469	5.10507	4.93876
YDR502C	1155	435.998	337.478	376.193	529.716	343.409	406.184	411.57	311.771	357.975	352.071	293.381
YDR503C	825	16.5725	16.4671	17.7251	21.5402	16.491	18.1554	20.5598	19.2422	20.6004	18.018	19.8077
YDR504C	384	26.0848	22.3712	20.4073	31.9135	28.9206	24.5615	27.5999	27.3667	28.8849	25.4027	25.5908
YDR505C	2526	39.3279	41.9322	41.8286	48.2669	44.0898	43.664	47.5168	50.0623	50.6724	45.0341	49.3385
YDR506C	1827	9.57188	9.6093	9.771	10.9078	9.97222	10.28	10.0163	11.6953	10.6577	9.45073	11.8251
YDR507C	3429	27.3732	27.5617	27.4828	28.5749	27.0781	26.8857	28.5609	27.8721	29.2719	29.7133	30.426
YDR508C	1992	104.407	124.096	133.129	118.539	134.808	123.448	107.715	143.806	134.37	97.8707	140.764
YDR509W	348	0	0.794397	0.701519	0.209214	0.480921	0	0.479421	0.350391	0.483274	0.455771	0.215402
YDR510C-A	117	0	0	0	0	0	0	0	0	0	0	0
YDR510W	306	1266.65	1226.04	1248.4	1216.58	1247.08	1279.61	1323.68	1245.98	1312.38	1328.28	1333.01
YDR511W	402	36.3311	37.114	36.0128	41.9677	44.5012	42.0101	43.4318	45.3466	53.3187	47.6301	42.6514
YDR512C	564	17.9237	23.7195	28.9573	22.0282	28.5679	28.4211	29.4583	34.0845	36.9099	34.3797	34.1888
YDR513W	432	230.756	203.369	220.252	267.572	227.789	265.097	316.042	264.726	327.994	285.534	261.036
YDR514C	1452	7.42693	9.11358	10.8924	6.99045	10.053	9.92259	8.54207	9.41508	10.7783	8.49578	11.5758
YDR515W	1344	15.9734	14.1209	14.4192	16.457	14.4144	15.094	16.125	15.0007	16.3201	17.0191	16.2426
YDR516C	1503	53.5178	41.9585	57.8593	71.6204	53.2896	60.1856	77.3667	67.3609	77.13	53.5794	59.1134
YDR517W	1119	55.5297	54.0778	59.022	68.2104	59.407	56.0549	58.5944	67.4664	64.1798	45.8494	62.4819
YDR518W	1554	50.9357	43.5732	45.8942	54.2826	39.55	43.3311	50.7745	40.6446	45.5363	47.6993	39.5792
YDR519W	408	178.827	146.415	165.407	173.782	140.145	149.347	171.351	158.397	167.311	147.573	153.706
YDR520C	2319	7.2687	8.46519	8.92492	8.25522	8.8556	8.79777	9.36683	8.99933	8.91048	10.1364	9.90049
YDR521W	336	0	0	0.532056	0.952052	0.27356	0	0.272707	0	0	0	0
YDR522C	1509	0.0230976	0.0374518	0	0.0493169	0.0377883	0.0809719	0.0188352	0.0137659	0.0189866	0.0358121	0.0169252
YDR523C	1473	1.14129	0.873875	0.888973	0.778433	1.32259	1.04192	0.969459	1.06281	0.918615	0.995367	0.853725
YDR524C	1449	21.5362	20.9206	20.4116	21.5761	22.2195	19.7035	21.636	20.9586	19.8761	20.3995	20.8992
YDR524C-A	120	5.77716	9.36743	9.19135	0	4.7258	5.06317	9.42212	0	4.74892	4.47866	4.23332
YDR524C-B	201	30206.8	36547.3	38143.4	27889.2	36638.7	39231.4	31068	36679.8	34629.3	31655.8	34554.4
YDR524W-C	90	6.81911	0	5.42454	4.85329	16.7344	0	11.1215	4.06413	11.2108	15.8593	4.99683
YDR525W	330	0.359047	0.776241	0.285619	0	0	0.314673	2.04953	0.213989	0.590285	0.278347	0
YDR525W-A	240	360.311	399.45	411.939	446.086	478.437	468.53	437.314	453.455	527.616	543.062	426.123
YDR526C	471	0.131094	0.212564	0.312853	0	0.428948	0	0.106903	0.156262	0.215523	0.203258	0.288185
YDR527W	1320	33.2333	34.1766	30.371	30.7119	27.6299	28.0067	28.142	32.1799	30.1105	28.9446	33.9897
YDR528W	1272	29.3305	27.0773	28.2883	32.821	27.1809	26.8026	31.2256	29.6375	29.9565	31.2731	28.7887
YDR529C	384	288.442	327.179	292.219	332.177	338.759	340.46	365.83	371.827	380.111	369.844	383.073
YDR530C	978	28.7037	31.5242	33.4087	36.6244	34.4853	33.5184	34.8661	35.9988	37.4434	30.9797	37.1518
YDR531W	1104	68.7578	77.5633	73.6503	70.2065	78.0467	72.2823	76.3322	80.538	78.1767	76.0763	83.6566
YDR532C	1158	7.68394	7.389	9.52532	7.72468	8.32838	7.85668	9.13787	9.97962	10.843	10.3252	10.44
YDR533C	714	21.2796	21.0745	21.4583	25.0784	25.3937	27.3163	31.1328	28.4982	35.8589	31.6348	32.4701
YDR534C	1587	4.43722	4.53788	5.20814	5.30986	4.27024	4.91823	3.91992	5.18538	4.68449	4.06379	4.28746
YDR535C	501	2.30976	2.05985	1.92926	2.54804	3.11753	4.04859	1.69517	2.06489	2.56319	3.04403	2.79265
YDR536W	1710	0.318718	0.279927	0.221845	0.255192	0.260716	0.366618	0.422342	0.213697	0.261991	0.277967	0.233546
YDR537C	606	0.326083	0.528731	0.324245	0.290099	0.600166	0.571566	0.332386	0.534442	0.46908	0.379187	0.358415
YDR538W	729	20.2508	20.8419	18.955	20.972	21.3763	18.2263	18.4915	19.0796	18.9391	16.8272	19.1931
YDR539W	1512	35.4397	38.6456	40.1983	44.6078	39.8285	39.38	40.0801	42.2297	42.5804	36.6024	44.1711
YDR540C	540	8.60087	8.27028	8.59217	9.75152	9.16268	7.45025	11.0099	9.23879	9.04308	9.92402	8.86739
YDR541C	1035	7.3683	9.686	7.45195	8.53822	9.17735	8.43715	9.36009	9.62144	9.80054	8.29557	9.93029
YDR542W	363	0	0.13798	0	0	0	0	0	0	0.209851	0	0
YDR543C	300	0	0	0	0	0	0	0	0	0	0	0
YDR544C	429	0.161683	0.34955	0.514469	0.690436	0.264518	0.141701	0.131846	0.867254	0.132906	0.125342	0.829333
YDR545C-A	480	0	0	0	0	0	0	0	0	0	0	0
YDR545W	5391	0	0	0	0	0	0	0	0	0	0	0
YEL001C	678	128.012	136.031	130.974	144.509	135.792	127.531	129.836	141.389	139.021	126.219	137.2
YEL002C	1293	126.865	118.922	124.293	140.23	120.606	121.594	130.005	127.064	129.423	119.205	124.543
YEL003W	336	140.456	157.975	132.748	131.383	161.401	161.492	152.171	137.724	151.744	188.997	144.581
YEL004W	1029	7.35036	8.00604	7.65768	9.90511	8.48492	7.91345	9.15826	9.0061	9.53856	9.25606	9.56923
YEL005C	849	12.0777	11.7187	11.537	12.8421	14.7998	13.9859	14.5163	13.1244	14.5532	15.1163	16.0654
YEL006W	1008	25.5753	27.812	28.2755	29.364	27.6646	27.6569	27.3282	29.6855	28.3673	27.4664	28.3781
YEL007W	2001	42.2258	38.4894	41.7962	48.6261	47.2463	45.8441	49.5237	43.0657	47.3955	45.6384	43.2722
YEL008C-A	93	6.71632	3.63008	0	9.56025	10.9881	0	16.4307	12.0086	5.52092	10.4135	19.686
YEL008W	381	0	0.595824	0.526162	0.156917	0	0.386457	0.359581	0.525608	0.181235	0.854608	0.323117
YEL009C	846	907.261	1006.47	856.824	905.894	901.58	799.577	792.152	937.274	815.909	703.568	907.825
YEL009C-A	408	0.183037	0.593575	1.31044	1.30271	1.34754	1.12291	1.04482	1.30906	1.35414	0.99328	1.60949
YEL010W	351	0	0	0	0	0	0	0	0.170045	0	0	0
YEL011W	2115	25.9836	21.6389	31.5877	41.8147	31.7932	35.5254	45.7859	37.423	48.4615	34.447	34.7086
YEL012W	657	18.2607	15.2671	24.9101	25.8914	21.6477	24.6309	26.5826	22.9992	27.2066	22.9487	26.9185
YEL013W	1737	61.7068	61.7984	67.6019	70.0459	64.4122	69.3877	69.8255	66.7809	74.1487	67.3211	68.4486
YEL014C	306	0.503639	0	0	0	0	0	0	0	0	0	0
YEL015W	1656	27.2827	29.0447	30.7365	29.119	29.2887	27.0652	29.3661	32.6931	29.9591	27.6609	32.0871
YEL016C	1482	12.8166	12.9104	13.0495	15.959	12.8011	14.2321	13.2809	14.2784	14.8428	12.9368	15.0646
YEL017C-A	132	3388.35	3399.44	2848.69	2651.56	4186.03	4236.24	3544.41	3164.72	3440.89	6274.37	3879.25
YEL017W	1014	28.0758	28.5192	27.1156	31.8142	30.9641	27.3066	27.8894	33.6018	32.1789	26.1007	30.6644
YEL018C-A	534	0.306347	0.27596	0.487392	0.218033	0.668255	1.25293	0.0832714	0.3043	0.251822	0.237491	0.224481
YEL018W	840	6.30317	7.7451	12.5745	7.00951	10.0705	9.27889	7.50922	10.0079	8.78394	8.89486	9.67054
YEL019C	804	6.08277	5.15822	5.13079	6.19527	4.9329	5.46889	5.64445	5.9067	4.6122	7.4799	5.64843
YEL020C	1683	13.3135	11.9564	12.1406	14.3576	12.3681	14.0515	14.6962	12.7004	14.4639	14.0342	13.5628
YEL020C-B	198	0	8.13353	4.78839	6.42619	2.46198	0	7.36291	1.79376	12.3701	4.66647	6.61625
YEL020W-A	264	170.971	202.472	240.825	191.438	181.724	206.15	235.327	210.284	229.162	222.03	253.756
YEL021W	804	0	0	0	0	0	0	0	0	0	0	0
YEL022W	4380	29.5749	28.6151	29.4727	32.9875	30.4628	30.1307	32.5106	29.4795	32.2101	31.0161	31.6659
YEL023C	2049	4.70497	4.70145	5.44051	6.17941	5.46229	5.08706	5.60347	5.72388	6.08709	5.38973	6.33847
YEL024W	648	80.5254	75.6526	77.5765	97.7513	89.1405	87.0661	94.2752	99.2452	111.341	81.5951	98.8251
YEL025C	3567	13.5077	15.2035	17.1994	14.9636	18.3177	16.4891	15.3996	16.7178	17.6863	14.3815	18.3242
YEL026W	381	800.33	778.384	676.118	675.215	674.701	678.425	619.738	627.051	596.083	635.315	646.718
YEL027W	483	848.214	791.26	786.346	919.077	717.148	741.858	733.776	831.452	789.257	632.883	819.126
YEL028W	462	10.3841	9.08337	8.1518	9.33548	9.27675	8.26255	9.02498	10.0162	9.65908	9.53309	10.813
YEL029C	939	27.4158	29.8409	27.3452	27.5574	28.5679	25.2104	26.6903	28.8582	26.142	26.747	32.6067
YEL030C-A	315	1.3164	1.89733	3.14156	1.56151	1.43578	4.99941	2.14696	1.56913	2.16421	1.02052	1.6077
YEL030W	1935	10.3051	9.18968	9.33734	11.3639	10.2795	10.4233	10.8809	10.7815	11.0534	12.1506	10.9158
YEL031W	3648	140.831	129.142	133.744	151.482	124.216	124.717	137.172	131.341	129.427	117.309	128.92
YEL032C-A	162	0	0	0	0	0	0	0	0	0	0	0
YEL032W	2916	34.5918	34.8744	32.0053	39.1817	33.5631	32.851	33.0224	37.1095	34.3642	28.348	35.3829
YEL033W	420	1074.94	944.613	996.852	1134.74	861.632	900.919	1001.62	1000.64	966.436	917.375	887.199
YEL034C-A	603	0.246635	0.355474	0.523189	0.585116	0.538002	0.432308	0.536325	0.832956	0.743372	0.637335	0.481937
YEL034W	474	1559.79	1336.19	1318.38	1677.85	1263.76	1313.62	1423.73	1327.79	1300.25	1145.83	1295.84
YEL035C	501	0.115488	0.124839	0.459348	0.410974	0.283412	0.404859	0.847584	0.206489	0.474664	0.179061	0.507755
YEL036C	1503	44.9076	44.693	42.4068	46.0346	38.5386	38.483	40.3866	46.3227	41.1309	33.1228	44.8792
YEL037C	1197	83.717	82.1332	92.9708	91.0021	79.5562	80.2314	82.5626	89.0674	85.3963	66.1618	83.3457
YEL038W	684	52.4522	51.6731	54.924	56.9491	54.0164	48.9601	52.0475	59.8904	54.9956	42.7375	57.6039
YEL039C	342	11.5773	11.1618	13.441	15.366	19.9645	22.2125	28.5776	26.6673	37.0379	21.8314	24.5332
YEL040W	1404	169.729	169.05	156.786	165.759	144.777	134.973	130.867	140.728	123.634	99.994	126.773
YEL041W	1488	3.28847	3.6944	4.50316	4.8481	4.78438	4.11721	5.21001	5.5857	6.27522	5.17152	6.02421
YEL042W	1557	77.8303	76.5562	70.6923	78.6717	70.71	71.9944	69.4915	72.1518	70.9462	62.769	72.4552
YEL043W	2871	23.864	23.0427	21.1027	26.63	23.2891	23.3174	24.1759	23.6163	24.1512	22.9919	23.5787
YEL044W	501	48.6204	55.8031	49.977	54.0842	49.5971	51.3159	47.4647	57.7481	49.7448	38.4981	50.3524
YEL045C	426	1.47981	0.266606	0.130797	0	0.672503	0.288205	0.670406	0.391979	0.135159	0.382401	0.240968
YEL046C	1164	509.603	512.755	465.704	512.281	456.749	425.883	429.543	490.174	405.803	335.934	458.911
YEL047C	1413	82.1583	83.1487	83.1571	89.0805	75.9398	79.4766	84.4089	83.0597	81.5316	70.1272	82.9028
YEL048C	459	29.3801	27.939	24.3638	25.7434	25.6204	25.6276	25.5405	23.3746	25.0623	28.9004	30.2622
YEL049W	363	13.0197	27.596	29.8527	27.6174	37.1716	31.9945	33.5167	39.4067	36.3042	27.1135	37.2263
YEL050C	1182	20.4313	19.8434	23.2256	23.2884	21.5612	22.6083	22.0027	23.1268	26.5897	21.7153	24.1829
YEL050W-A	192	3.21769	3.47823	0	0	2.63211	5.64004	2.6239	9.58856	0	2.49447	2.35782
YEL051W	771	208.013	219.343	228.451	217.527	211.158	220.076	228.185	211.198	213.108	222.029	223.348
YEL052W	1530	31.6474	32.847	32.3682	35.4435	35.6263	32.4551	33.1623	35.5432	35.2216	27.6693	35.0934
YEL053C	2202	15.4828	15.2707	14.794	16.2905	14.3961	14.7317	15.4692	15.6932	16.01	15.1797	17.0016
YEL053W-A	348	0.587913	0.317759	1.1692	0.627643	0.721381	0.257627	0.479421	0.175195	0.241637	0.911543	0.430804
YEL054C	498	1067.93	1047.83	980.901	1011.86	948.44	883.291	895.158	880.002	859.021	776.519	891.654
YEL055C	3069	42.7462	43.7421	43.4863	39.7368	39.914	40.3124	38.9648	39.4693	41.5685	41.515	45.0865
YEL056W	1206	30.7451	32.5607	31.4729	35.2144	32.1899	32.4357	31.2712	34.6902	33.8223	28.4555	34.6961
YEL057C	702	0.770939	1.35422	1.27766	1.14311	1.15617	0.506745	1.4669	1.0721	1.26745	1.39454	1.55353
YEL058W	1674	44.6041	46.3834	54.8478	58.6944	50.1526	47.0745	53.0939	57.0379	54.2256	42.6217	56.24
YEL059C-A	225	97.4792	109.954	136.544	111.608	175.08	157.863	124.42	180.605	155.033	113.354	139.754
YEL059W	309	0.960612	1.55759	4.20287	1.70921	2.35738	1.68378	3.91672	4.00761	4.73783	4.09586	3.51953
YEL060C	1908	212.123	170.24	184.804	271.68	168.813	186.984	258.71	201.972	214.241	209.923	202.768
YEL061C	3003	15.492	15.1529	15.1735	15.6138	16.3292	14.6702	15.3735	15.6257	15.801	16.4092	16.4937
YEL062W	1848	11.1388	11.6375	10.1639	13.3553	11.6428	12.1549	12.9125	12.3336	12.3131	14.2227	12.9501
YEL063C	1773	86.4876	98.9921	79.4338	95.4923	93.0707	78.7276	83.1723	95.967	81.5959	70.0832	94.1466
YEL064C	1443	8.99412	9.88049	10.2377	9.5759	9.53062	10.3819	9.67978	9.55868	9.61731	8.6543	10.0199
YEL065W	1887	54.0305	81.0783	62.6691	94.5746	87.6688	84.6935	63.011	86.5348	72.4702	49.3519	77.374
YEL066W	540	36.6037	35.5676	34.5278	41.4974	41.9683	31.9922	37.6782	45.6575	37.7343	33.8037	47.4882
YEL067C	588	5.75191	5.98565	5.32681	5.25465	6.39056	5.71819	6.09061	7.62365	5.64556	4.79185	6.22786
YEL068C	333	68.9153	78.6134	76.0338	77.3928	75.637	74.663	88.674	86.6865	73.1603	80.5411	85.0108
YEL069C	1695	0.080506	0.0543905	0.0640418	0.12892	0.0164638	0.0529173	0.0820621	0.0599761	0.0992658	0	0.0884884
YEL070W	1509	0.230976	0.112355	0.0183739	0.0328779	0.0188941	0.101215	0.0376704	0.0275319	0.0189866	0.0537182	0.0507755
YEL071W	1491	368.168	424.564	391.556	378.272	391.448	391.423	374.979	459.365	421.408	356.754	456.322
YEL072W	696	7.35712	7.49538	7.56166	8.52619	7.82902	9.92857	7.91079	7.60545	8.67011	8.73191	8.92149
YEL073C	324	30.9944	30.7819	42.8394	52.6666	43.4185	52.63	61.9233	38.792	59.5546	60.07	45.1396
YEL074W	339	2.90976	5.41703	1.80031	3.91176	5.02492	5.1003	4.74561	5.00989	2.12611	0.501278	2.36909
YEL075C	369	0	0	0	0	0	0	0	0	0	0	0
YEL075W-A	612	0	0	0	0	0	0	0	0	0	0	0
YEL076C	651	0	0	0	0	0	0	0	0	0	0	0
YEL076C-A	651	0	0	0	0	0	0	0	0	0	0	0
YEL077C	3834	0.771207	1.46109	1.4982	1.36354	1.44101	1.2095	1.2975	1.61597	1.39468	0.981762	1.67155
YEL077W-A	483	0	0	0	0	0	0	0	0	0	0	0
YER001W	2289	38.7183	35.1837	35.3962	35.8215	31.7888	33.9207	33.0392	31.3317	34.8409	32.3715	34.3929
YER002W	696	19.402	23.9993	37.135	19.9717	24.8185	26.6474	22.2458	27.2011	29.7031	29.9308	35.4474
YER003C	1290	142.439	115.623	113.576	147.519	110.366	125.742	143.534	114.584	128.463	128.868	117.506
YER004W	696	71.0971	68.9364	79.9672	85.401	80.5803	76.0049	76.4532	89.7521	86.9687	68.3916	84.3964
YER005W	1893	20.765	22.0063	23.0666	23.0565	22.9233	22.2015	23.0683	22.6309	22.7444	21.1344	24.0109
YER006C-A	318	2.10177	1.36317	0.668775	1.19669	2.06313	1.10521	1.37113	2.00421	2.41876	1.30349	1.23209
YER006W	1563	65.5813	66.6539	63.7801	61.6349	58.665	58.4661	57.1997	56.8533	56.4577	63.255	64.1232
YER007C-A	546	124.839	120.33	124.33	127.138	128.732	125.641	137.999	123.81	130.892	143.27	133.124
YER007W	1557	3.71574	4.07675	5.20369	4.06977	4.8414	4.36802	4.40899	4.48214	4.79193	4.65722	5.07056
YER008C	4011	24.1983	25.15	27.6927	27.1109	27.5592	25.8112	27.7445	27.4653	28.8387	27.0296	29.3356
YER009W	378	740.658	648.577	629.746	745.832	626.353	641.608	672.601	617.431	611.058	728.619	632.001
YER010C	705	32.8684	34.4606	32.8482	37.9286	35.7099	34.176	36.7956	38.608	37.8257	32.5561	37.7409
YER011W	765	211.447	185.038	186.869	236.354	172.875	189.022	209.682	174.594	185.867	176.82	152.38
YER012W	597	231.318	186.633	206.896	237.784	193.189	205.735	230.027	203.705	218.264	223.218	201.798
YER013W	3438	12.092	13.0514	13.532	13.6074	13.8107	12.7731	14.0429	14.2883	14.2233	14.3053	15.0397
YER014C-A	462	0	0.147697	0.108691	0.486223	0	0.119747	0.11142	0.162865	0.336945	0	0.300362
YER014W	1620	27.5109	24.3576	27.4571	29.5211	23.494	23.1434	28.8216	26.1505	26.2613	25.0466	26.3655
YER015W	2235	6.18401	6.22537	5.85189	6.12215	6.22136	6.70403	7.08625	6.8996	7.2757	7.54327	7.52735
YER016W	1035	20.809	23.4145	29.9256	22.874	29.6825	23.9485	24.5778	30.8504	30.0104	22.4755	30.5777
YER017C	2286	33.6462	32.0386	31.8001	38.335	34.0912	32.6934	35.9073	34.9456	36.3015	31.3781	36.1187
YER018C	666	20.6582	18.4834	20.4862	21.7065	23.6353	18.7779	18.6672	22.2949	20.3662	12.6064	19.3824
YER019C-A	267	1229.96	1402.92	1657.42	1177.67	1583.21	1497.05	1430.68	1504.7	1521.64	1448.6	1564.42
YER019W	1434	28.1206	26.7074	26.6873	34.0149	26.3781	24.7958	27.4574	29.3476	27.9203	21.5335	27.5525
YER020W	1350	26.6975	25.4876	29.9009	34.7288	29.4718	30.0699	33.5616	32.8942	33.6357	26.0043	31.4946
YER021W	1572	106.403	95.5199	111.836	115.464	99.599	104.569	115.038	101.894	112.202	115.946	104.952
YER022W	2064	16.7883	17.5237	17.3346	18.8073	18.8616	19.0418	19.522	18.2912	18.1499	19.541	18.7525
YER023C-A	213	7.51075	1.35315	0	7.12739	12.2878	19.7475	4.08316	11.9369	16.4639	1.94087	5.50364
YER023W	861	166.391	154.65	173.444	184.996	147.546	164.706	163.412	167.414	165.155	127.296	157.295
YER024W	2772	30.9024	45.8488	36.1902	33.3971	49.7363	36.2525	34.3334	53.2315	40.4691	30.7797	52.2788
YER025W	1584	121.251	122.668	144.855	135.744	126.416	126.556	123.106	124.807	128.916	109.631	131.532
YER026C	831	145.765	126.46	136.759	173.072	130.895	146.945	154.383	134.111	152.17	137.58	130.336
YER027C	1254	37.8772	33.7446	35.1068	42.1269	35.9823	39.3125	40.5221	37.3825	42.3236	35.4701	38.5348
YER028C	1185	10.2296	11.1083	11.353	9.71479	11.4964	9.97356	9.60958	10.5627	9.73792	9.52121	11.8704
YER029C	591	20.5933	21.157	28.6343	23.0145	22.8321	25.6553	23.4548	26.4234	26.4413	25.0685	25.94
YER030W	462	102.338	101.689	129.885	102.01	121.157	121.064	118.996	120.683	121.525	126.26	128.355
YER031C	672	43.8952	50.4616	71.2047	51.3665	63.3154	62.5895	53.2996	62.7785	74.4839	50.5637	65.8425
YER032W	2631	13.1464	14.2505	12.9557	13.6609	14.9916	13.8881	14.3072	14.3669	14.5226	13.8761	14.7633
YER033C	3231	8.0321	7.43233	8.78842	10.1343	8.88556	8.96393	10.4177	9.80096	10.2768	9.87356	9.84759
YER034W	558	26.1832	26.878	28.7703	36.1976	29.1997	29.1381	32.7952	31.0415	31.1232	36.4345	32.0921
YER035W	438	110.714	109.609	122.493	128.443	116.892	129.825	138.878	132.153	132.273	139.309	129.308
YER036C	1833	208.204	190.852	195.338	209.681	178.039	182.311	182.622	187.631	185.781	172.517	187.596
YER037W	966	61.7372	50.0631	59.0563	77.4213	54.6855	59.6211	89.4018	66.8886	78.8427	93.1415	71.5913
YER038C	1395	8.30424	7.78252	6.56554	8.40453	7.22923	6.74377	8.26284	7.97632	7.7656	8.44585	9.43467
YER038W-A	381	1.10238	2.62162	2.45542	0.941504	1.80353	2.51197	1.9777	2.10243	1.63112	2.22198	2.42338
YER039C	750	6.7384	5.33744	6.88526	7.56586	7.3178	7.53475	7.05813	7.33963	6.63734	5.44902	7.74706
YER039C-A	219	57.7147	104.812	101.005	87.0825	62.3191	74.8611	73.4202	103.192	102.476	84.116	76.1247
YER040W	2193	26.1837	30.0192	28.3077	25.1349	28.203	24.7845	24.5015	31.3175	25.006	24.7203	31.3742
YER041W	2280	10.2168	8.72068	10.0424	11.0143	8.46301	9.46905	11.1943	10.214	10.4126	10.431	11.1301
YER042W	555	43.8446	42.8713	44.5621	44.0661	47.4576	43.9273	44.5176	39.9617	44.4062	43.575	45.0209
YER043C	1350	1021.8	835.062	881.425	1097.74	788.688	841.286	874.174	801.135	790.07	688.427	730.517
YER044C	447	331.156	281.864	288.921	342.812	244.438	278.635	332.732	247.737	265.57	273.588	245.461
YER044C-A	1227	0.654667	0.900681	0.686485	1.14367	0.657237	1.09536	1.11625	1.17053	1.1986	1.43029	1.13388
YER045C	1470	8.93825	9.98407	8.07729	9.2454	9.08589	8.04248	9.85447	10.7537	8.54255	9.12814	10.8812
YER046W	432	21.7874	22.2623	24.7957	28.5229	22.896	23.2761	24.2511	26.3494	25.3611	26.137	26.3367
YER046W-A	330	0.718095	0.388121	1.71371	1.02216	1.17482	0.94402	1.17116	0.641967	0.590285	1.94843	1.05239
