GENE	Gene Length	LtD_0min_set2d_RNA_Rep1	LtD_0min_set2d_RNA_Rep2	LtD_0min_set2d_RNA_Rep3	LtD_30min_set2d_RNA_Rep1	LtD_30min_set2d_RNA_Rep2	LtD_30min_set2d_RNA_Rep3	LtD_60min_set2d_RNA_Rep1	LtD_60min_set2d_RNA_Rep2	LtD_60min_set2d_RNA_Rep3	LtD_90min_set2d_RNA_Rep1	LtD_90min_set2d_RNA_Rep2	LtD_90min_set2d_RNA_Rep3
YFL039C	1128	1790.66	1599.11	1681.33	1604.15	1857.23	1702.72	1736.11	1756.1	1762.03	1829.85	1964.77	1993.43
YFL040W	1623	0.0564144	0.045426	0.0753875	0.108397	0.0172647	0.0949111	0.120957	0.125797	0.139093	0.0556177	0.215885	0.241514
YFL041W	1869	27.4806	31.4774	33.984	28.1694	36.593	34.8329	29.9047	34.8091	35.5631	31.4795	36.404	40.9223
YFL041W-A	192	65.7037	66.7076	97.3446	52.694	89.1729	76.2105	55.1245	107.495	119.097	67.5922	89.4425	65.2248
YFL042C	2025	14.7811	18.8722	19.6258	13.8203	20.7031	19.4479	16.5165	19.8417	22.2849	17.6847	21.1507	25.5565
YFL044C	906	41.9618	40.5336	39.3755	39.0366	43.183	40.3218	38.1336	42.0932	41.9938	37.9573	44.8612	44.0545
YFL045C	765	562.222	490.17	449.108	510.659	500.823	490.727	534.334	499.023	553.275	568.599	546.635	493.544
YFL046W	624	10.3351	24.6887	27.2767	17.3959	31.882	20.6169	15.5115	25.5234	24.6943	17.4574	27.4693	27.727
YFL047W	2145	15.8216	21.8037	21.7436	17.6431	22.6958	19.5632	19.5471	21.4575	23.4128	18.5404	21.1489	23.9001
YFL048C	1338	72.5546	60.715	57.4507	62.83	58.5093	58.7289	67.2256	60.3331	59.9396	57.8696	59.4291	55.5267
YFL049W	1872	10.4752	15.5622	16.0033	9.72728	16.6184	14.1531	12.1855	14.67	16.3892	13.1995	15.8174	16.8794
YFL050C	2577	7.81349	8.18621	7.87547	6.71754	8.29446	7.00214	7.014	7.31325	8.45566	7.45148	8.51373	9.32864
YFL051C	483	0.993761	0.889108	1.10665	0.636485	0.709625	0.716527	0.177558	0.369327	0.965224	0.653152	0.921913	0.315137
YFL052W	1398	1.21431	0.977786	1.73539	1.27031	1.4039	1.60517	1.04866	1.78637	2.01109	1.4632	1.76018	1.66866
YFL053W	1776	0.203047	0.340621	0.491796	0.253594	0.60586	0.451407	0.489767	0.693304	0.864719	0.60054	0.865312	1.54535
YFL054C	1941	4.79495	8.0171	9.51954	5.24626	9.40739	8.85241	5.99164	8.61927	9.19016	7.10592	10.1361	11.1136
YFL055W	1677	1.95412	2.49137	2.59319	1.89822	2.62468	2.23087	2.0076	2.28463	2.555	1.80166	2.5493	3.17587
YFL056C	639	10.9976	12.8032	14.3422	10.9221	12.8341	15.4292	11.6123	13.4066	14.9684	12.3446	15.3498	14.843
YFL057C	459	8.48956	12.2849	11.4681	10.071	14.7979	9.40356	12.8603	13.272	12.741	12.8578	15.2807	13.8705
YFL058W	1023	0.0667643	0.05376	0.0669137	0.0769703	0.153241	0.0240694	0	0.0837427	0.0897883	0	0.104519	0.142911
YFL059W	897	0.478477	1.18795	0.959096	1.0113	1.09823	0.574991	0.769419	1.00026	1.12609	0.864821	1.45649	1.2518
YFL060C	669	0.738222	1.33747	0.616562	1.06384	1.46849	0.487921	1.08818	1.49182	1.1169	0.849097	1.09148	0.965671
YFL061W	678	0	0	0	0	0.0552955	0	0	0	0	0	0	0
YFL062W	1140	0.115995	0.0467006	0.174381	0	0.0798712	0.0209088	0	0	0.0194995	0.0285891	0.0302648	0
YFL063W	456	0	0	0	0	0	0	0	0	0	0	0	0
YFL064C	525	0	0.0753809	0	0	0.0859484	0	0	0.391406	0.0629494	0	0.195405	0
YFL065C	309	0	0	0	0	0.782993	0	0	0.356573	0	0	0.445038	0
YFL066C	1179	0	0	0	0	0.0255073	0	0	0	0	0	0	0
YFL067W	528	0	0	0	0	0	0	0	0	0.0622725	0	0	0
YFL068W	483	0	0	0	0	0	0	0	0	0	0	0	0
YFR001W	615	17.9311	34.3341	37.5698	26.2879	39.0177	30.5914	25.0881	27.2727	34.5107	26.4473	30.4288	35.4607
YFR002W	2520	34.7576	35.5547	37.1729	32.6207	36.8413	33.9945	35.7124	36.5136	37.9842	35.3211	35.6221	38.0238
YFR003C	468	51.5576	68.9704	68.2272	66.6478	76.9061	63.2049	55.9673	73.6959	77.9848	67.4625	75.3569	80.9817
YFR004W	921	61.8646	89.784	103.737	66.7116	99.2642	86.6891	66.5272	88.0944	94.6781	82.9386	94.5413	106.772
YFR005C	1347	17.084	16.3712	17.1458	18.0407	19.4657	16.8821	18.0876	20.2479	19.2887	19.0467	19.2544	19.2079
YFR006W	1608	24.659	38.0891	42.0351	29.2834	44.8776	38.452	33.1105	43.0682	47.3663	40.8054	46.7291	49.1614
YFR007W	1062	10.7419	10.7992	9.52372	8.72008	9.62876	10.4262	10.5788	9.35447	9.89443	8.74163	10.4481	10.1135
YFR008W	666	9.41809	12.5729	12.7925	12.215	12.6288	11.9284	11.6575	13.7302	13.7909	13.0113	14.356	15.8272
YFR009W	2259	96.2039	84.887	81.642	85.8651	85.5163	84.64	85.3503	83.1978	86.412	84.6943	80.8844	79.227
YFR009W-A	258	482.738	412.243	399.204	415.527	446.185	394.892	435.129	419.959	398.116	409.762	379.557	379.964
YFR010W	1500	61.4035	72.793	72.843	65.8611	73.8389	72.0765	63.8341	76.3537	88.3562	67.1947	75.8754	85.4725
YFR010W-A	189	2.94978	0	0	0	0	4.25373	4.74341	4.93323	0	0	0	0
YFR011C	513	9.29769	24.5091	29.0345	12.6371	27.8551	21.8758	14.6364	21.4419	23.2312	15.7276	24.9231	40.223
YFR012W	609	1.0048	1.38701	1.29478	1.32389	2.24039	1.70772	1.26954	1.62042	1.4961	0.919855	1.72282	2.45807
YFR012W-A	87	24.5801	24.7405	18.4763	7.08439	16.9253	8.86144	0	15.4155	8.26416	12.1165	12.8267	8.76908
YFR013W	2364	25.8133	23.3922	21.7572	23.8863	24.4732	23.5272	24.1041	24.3434	24.7015	21.7995	24.6072	25.4872
YFR014C	1341	22.7382	28.045	27.3184	22.968	30.1301	26.0679	21.0406	27.1851	31.4228	26.1727	29.2131	32.0427
YFR015C	2127	30.2129	36.337	44.8967	28.5503	39.6878	39.6402	29.6902	38.2758	45.8867	36.229	40.7935	42.761
YFR016C	3702	8.40308	16.3886	21.096	9.39432	19.8609	15.6839	10.348	16.431	19.925	13.8319	17.3369	25.1466
YFR017C	588	34.679	30.4405	34.3747	32.4236	36.5973	31.7639	32.479	39.0686	36.4393	38.1718	49.3978	44.1583
YFR018C	1092	17.8382	23.4705	25.3427	19.6463	25.9729	25.7678	21.2918	26.3983	22.5471	21.303	28.6613	30.048
YFR019W	6837	17.7037	18.585	17.6922	14.9797	19.138	16.4834	15.6911	17.9522	18.5423	16.0037	19.0292	20.5735
YFR020W	699	15.962	17.7537	16.1128	16.681	16.9215	18.5055	16.8964	20.1653	22.2001	16.3593	21.1533	21.713
YFR021W	1503	22.0054	21.9001	21.1873	21.141	24.6676	23.5471	22.5635	24.5691	22.3756	20.9634	24.8586	21.7286
YFR022W	2202	13.071	12.1443	11.8804	12.5068	14.7821	14.6329	16.2748	16.6384	16.8492	16.5124	18.3225	19.3512
YFR023W	1836	0.748921	0.707925	0.473202	0.394163	0.523164	0.399124	0.654515	0.490109	0.569281	0.353122	0.696663	0.604063
YFR024C-A	1380	68.9007	84.2322	91.974	68.161	89.182	86.6092	71.8927	85.219	88.8825	78.2205	93.8205	101.518
YFR025C	1008	53.0713	49.2032	42.3746	50.3915	50.6314	46.5129	45.052	48.9044	42.5309	43.1932	47.7855	40.9517
YFR026C	510	6.63269	9.08729	8.43343	6.73357	7.81636	9.27916	8.59626	11.2581	10.6507	9.56454	9.71187	9.32372
YFR027W	846	2.64004	6.3426	7.89447	3.29309	8.1854	6.39713	3.2014	6.47807	7.07184	4.30949	6.95604	8.4612
YFR028C	1656	40.4002	42.7636	40.4538	41.7067	45.8755	40.5166	39.4224	39.8944	38.9959	38.1279	41.8193	36.74
YFR029W	2037	15.39	15.1617	14.8885	14.6105	18.6935	15.3268	14.4305	16.0471	15.5375	14.4318	16.7859	16.2497
YFR030W	3108	32.6791	31.6625	31.5566	28.6518	37.1052	33.063	26.7109	33.6062	34.4199	27.2549	34.4361	35.5427
YFR031C	3513	6.15864	11.9387	13.765	7.85755	12.8129	10.8331	8.94873	11.4118	14.159	10.1689	12.0372	14.7529
YFR031C-A	765	610.192	777.007	899.571	589.573	842.076	825.411	670.656	732.791	758.026	734.123	798.056	799.088
YFR032C	870	0.624101	0.938073	0.959096	1.10324	0.954982	1.01998	1.1374	1.07854	0.923258	0.656307	1.08559	1.06873
YFR032C-A	180	18897.5	16908	14959.5	19092.8	12588.2	15948.6	17044	14648.4	13637.2	16824.3	11257.6	11104.1
YFR032C-B	264	0.96681	0.778495	0	0	0.887631	1.39419	3.10937	0	0.650109	2.85947	1.00902	0
YFR033C	444	97.7861	171.776	195.877	152.909	217.875	172.731	180.47	207.303	207.152	190.851	225.684	238.055
YFR034C	939	23.2166	28.8558	29.3108	25.2114	33.898	27.7016	24.7485	26.5217	26.1869	24.1439	29.8189	32.0618
YFR034W-A	288	8.56203	18.7132	18.3883	17.6266	16.8446	16.7565	20.6524	13.2964	11.9259	13.2646	13.4038	16.5819
YFR035C	345	1.61475	0.866819	0.539454	0.620529	1.23542	0.388091	3.02937	2.02538	2.1716	0.530648	2.247	1.15214
YFR036W	375	31.3744	24.1075	29.8005	34.5157	37.277	33.8587	39.5701	31.894	25.3716	29.1119	30.3902	22.8249
YFR036W-A	651	0.192819	0.155262	0.128834	0.148196	0.0590093	0.0463425	0	0.0537453	0.043219	0.0633654	0.0670795	0.0917191
YFR037C	1674	27.4515	39.391	44.2678	26.3175	41.5505	38.2922	29.7109	35.8578	41.5514	31.6043	36.7683	43.8313
YFR038W	2562	18.3758	19.7797	20.4545	16.0335	21.527	18.8391	16.7955	19.3358	19.4021	18.6889	20.0758	21.4244
YFR039C	1533	17.9295	30.3651	32.8535	18.0256	31.8692	27.1175	22.0039	28.9589	34.8022	24.4611	30.1582	38.0484
YFR040W	3009	28.9458	30.5745	29.3859	28.0931	33.2706	28.4238	29.3851	31.5473	33.6779	30.2537	32.7206	33.1305
YFR041C	888	33.4395	35.9776	32.5823	31.8852	31.5176	33.5276	33.3559	36.0094	37.5486	32.8477	35.6592	37.5058
YFR042W	603	39.8515	31.4428	33.4302	31.6387	34.9125	28.4708	30.0464	33.385	32.3432	30.6538	31.3841	29.5802
YFR043C	714	18.6699	19.1944	19.4356	21.5239	18.7223	18.189	18.1384	19.0966	19.3917	20.1592	20.3549	20.061
YFR044C	1446	168.345	180.45	179.041	172.305	194.392	194.966	187.16	196.761	206.122	196.825	215.93	221.134
YFR045W	930	10.7752	10.6622	9.73462	9.57924	11.1816	9.90301	8.84662	11.2628	10.205	9.08945	10.7309	11.2075
YFR046C	1086	11.6687	11.5584	10.9213	9.8224	11.2232	10.2608	10.5733	10.635	10.5656	10.1344	12.4359	9.64727
YFR047C	888	36.3508	60.0386	61.0309	43.9587	66.3021	58.1631	46.3602	64.7155	59.4088	52.7795	69.2928	74.3192
YFR048W	1989	12.221	14.719	13.7961	11.8294	13.6332	13.726	12.0109	13.994	14.3286	11.741	13.607	15.0239
YFR049W	372	51.8856	74.7631	90.9503	65.6293	90.0655	79.9714	53.3713	83.4363	89.5539	65.2355	88.571	109.114
YFR050C	801	103.351	128.449	138.767	110.3	134.81	131.285	108.915	133.117	133.106	114.167	132.045	145.213
YFR051C	1641	88.0007	96.0144	101.517	83.3494	104.379	98.8231	83.4852	91.5135	94.7209	88.4049	96.5505	102.614
YFR052C-A	306	709.155	807.574	953.631	671.678	970.048	785.033	719.017	941.468	918.833	828.301	998.648	1119.81
YFR052W	825	116.584	113.056	107.269	105.808	102.63	101.137	97.091	112.829	117.275	104.634	108.332	111.829
YFR053C	1458	347.838	381.496	408.611	285.778	382.609	386.277	323.11	420.729	473.295	396.484	439.306	501.495
YFR054C	579	1.80081	2.45879	3.21733	1.98583	2.15652	1.75006	1.76267	2.68434	1.79005	1.85258	2.61488	2.01115
YFR055W	1023	10.8492	16.7194	16.3604	12.2768	20.8715	19.2314	13.7959	19.6237	19.1473	16.0275	23.2381	22.8658
YFR056C	369	0	0.173376	0	0	0.197681	0	0.346238	0.180047	0.43435	0.636822	0.224716	0.307259
YFR057W	456	0	0	0	0	0	0	0	0	0	0.123058	0.13027	0
YGL001C	1050	100.029	99.4022	87.2885	120.452	123.021	121.942	123.401	141.097	147.148	135.824	148.666	161.616
YGL002W	651	39.6565	38.6603	33.9477	38.9016	38.002	36.6106	37.2077	39.3953	40.7987	35.0411	37.3633	38.2469
YGL003C	1701	14.04	15.5035	15.944	13.0269	16.8601	15.7044	13.1914	15.609	16.333	14.0522	17.8659	17.2674
YGL004C	1254	10.078	13.3939	13.1668	11.4704	15.2244	11.5671	10.0874	12.5119	12.9138	11.3804	13.6574	14.8585
YGL005C	840	26.5373	27.3529	26.6405	26.965	29.9833	27.4244	26.996	29.429	31.4555	28.3607	29.2473	30.5699
YGL006W	3522	30.1007	34.4209	36.8852	30.4155	41.3554	39.3199	34.5413	45.1322	53.6986	42.6183	51.3696	61.3842
YGL006W-A	111	0	4.35565	5.42136	0	0	3.90021	0	0	0	5.33287	11.2909	0
YGL007C-A	87	36.8701	59.3772	43.1114	56.6751	56.4177	35.4458	29.6446	35.9694	49.585	60.5825	32.0667	61.3836
YGL007W	378	0.200293	0.64512	1.60593	0.230911	0	0.866498	0.966246	0.502456	0.808094	0.789858	0.836153	0
YGL008C	2757	2013.39	2468.98	2767.89	2031.1	2790.97	2683.89	2514.07	2455.96	2772.94	2748.92	2907.52	3065.83
YGL009C	2340	639.198	572.066	578.508	584.524	601.099	592.738	616.235	540.285	574.789	606.453	563.964	536.332
YGL010W	525	28.2718	24.1973	24.6759	23.6357	20.026	24.4346	20.0216	27.2419	26.2499	23.627	21.2015	22.844
YGL011C	759	129.898	144.208	145.168	128.553	140.842	136.289	127.905	141.369	147.85	134.507	131.975	151.822
YGL012W	1422	223.707	221.247	229.616	248.661	252.385	249.381	298.562	249.45	248.435	304.676	293.867	265.107
YGL013C	3207	27.0607	30.2722	28.2068	24.7021	30.7068	26.9054	26.5754	29.589	30.0551	28.4697	30.0017	30.0902
YGL014C-A	162	0	0	3.8097	0	0	0	0	0	0	0	0	5.42438
YGL014W	2667	42.689	40.1561	39.7323	33.6803	46.6881	39.2934	37.6652	39.5567	39.4185	37.3139	40.0474	41.3694
YGL015C	393	2.15315	1.30032	0.719322	1.24115	1.48261	1.4231	1.44266	2.85074	0.965224	1.59206	2.0599	2.81654
YGL016W	3246	35.3815	32.8078	33.1363	30.1751	33.584	30.7946	31.8997	30.6602	31.3625	31.7285	31.2578	27.7548
YGL017W	1512	8.53076	12.9806	14.4548	7.19334	13.1099	12.7296	8.98081	12.3852	13.8662	9.53974	11.1237	15.2097
YGL018C	555	21.8692	25.8364	20.0564	22.1946	26.1249	24.8396	25.6624	26.1951	22.3705	22.2264	22.9122	23.0143
YGL019W	837	59.629	77.3823	84.513	61.8546	81.7755	76.0079	66.3506	73.0843	77.6513	68.231	79.5679	84.2767
YGL020C	708	24.3742	44.4205	45.7545	28.2949	46.72	39.6135	29.5095	39.728	41.3343	35.9063	44.4145	47.3942
YGL021W	2283	24.3007	29.3154	25.4755	22.3772	27.6754	24.9953	23.7566	24.0169	27.9915	21.3276	27.7216	26.3572
YGL022W	2157	142.473	133.456	130.713	132.358	142.865	137.702	136.296	134.129	128.803	132.905	148.553	137.068
YGL023C	1908	21.0876	32.2047	36.1664	20.6663	36.3047	30.1848	25.2447	30.3443	33.1981	26.2406	32.2649	41.2938
YGL024W	336	0.593801	2.86884	3.27321	1.36915	3.81619	2.56887	0	3.2275	1.99644	1.17083	3.71837	2.11842
YGL025C	1194	14.1082	15.0149	15.6744	12.7661	18.2996	14.5686	14.509	15.3869	13.1638	12.7769	17.3495	14.0851
YGL026C	2124	197.621	222.132	232.259	176.977	254.398	231.386	188.974	231.716	231.265	206.446	250.489	267.969
YGL027C	2502	28.1085	43.4756	47.5845	30.9245	47.7067	39.9054	34.1351	43.614	45.9529	38.9047	44.8595	51.9926
YGL028C	1629	96.5921	87.5172	80.4452	88.4343	99.2532	78.5957	92.822	84.6064	73.9655	81.1072	81.8553	74.9979
YGL029W	363	25.8377	51.1001	54.9712	35.2746	48.4838	45.4302	35.7171	43.7797	51.2075	38.4327	44.9431	52.719
YGL030W	318	5425.85	4638.86	4811.12	4472.79	4354.82	4661.57	4833.32	4407.29	4584.51	4755.4	4221.66	4070.31
YGL031C	468	2300.62	2007.84	1866.97	2053.57	1767.97	1976.45	2066.62	1792.18	2059.02	2031.67	1747.37	1653.98
YGL032C	264	406.06	462.426	379.837	570.676	517.489	401.526	508.382	476.985	416.72	436.546	519.647	447.009
YGL033W	657	0.0633279	0.203972	0.317348	0.146017	0.174425	0.182644	0.814678	0.158865	0.2555	0.374602	0.132186	0.0903703
YGL034C	366	1.32501	0.533464	1.77064	0.254594	1.01375	0.477684	1.77558	0.923316	1.03947	0.435434	1.61334	0.630274
YGL035C	1515	28.9604	30.9776	32.7479	28.1875	38.2434	28.1947	27.0099	30.6677	27.6255	27.1228	30.6296	31.1045
YGL036W	2730	21.2867	22.5745	23.8498	19.3661	26.7145	21.7759	19.8784	22.4155	24.4679	21.1504	23.6292	26.4087
YGL037C	651	538.159	545.85	522.936	523.504	564.424	513.383	517.29	631.132	627.885	592.213	667.105	678.63
YGL038C	1443	45.8112	47.6218	43.528	49.1469	53.6024	46.8239	48.6126	56.475	55.8035	48.7271	58.0423	57.4374
YGL039W	1047	79.2618	69.7415	72.6245	50.9523	73.4542	73.9118	45.7139	60.3766	74.9173	59.4687	56.0608	68.6135
YGL040C	1029	69.5633	67.8834	67.3618	68.7786	67.8503	69.6703	69.0879	72.5451	72.3918	74.3613	75.7812	70.8114
YGL041C	204	4.97979	0	0	2.87052	2.28598	7.18111	12.0117	6.24617	1.67427	7.3642	0	7.10627
YGL041C-B	183	18.8233	2.52615	25.1539	25.3175	31.6832	18.0961	10.0896	10.4934	16.8764	12.3717	29.4678	0
YGL041W-A	465	38.9959	46.1373	35.3667	47.8531	42.7211	36.6557	44.2416	37.4097	40.9416	42.3369	38.4514	37.2125
YGL042C	306	0.447134	1.80021	1.34441	0.515486	0	0.644791	2.15705	2.99116	2.40532	2.64492	0.933316	1.27614
YGL043W	930	52.5103	55.4803	57.9894	54.0636	55.3159	53.8374	50.8833	55.2355	52.5048	49.4122	54.8426	54.3591
YGL044C	891	8.49186	18.2126	21.499	11.1819	22.3916	17.6431	14.0437	18.7114	21.1898	13.0539	19.8254	20.6179
YGL045W	1629	12.8253	14.7143	13.5858	12.4115	16.6224	15.1468	13.5485	16.4391	17.3992	16.3728	16.9612	20.2791
YGL047W	609	23.0387	28.896	31.6502	22.3406	29.3886	28.6173	20.4281	27.7872	27.2193	21.2274	28.3142	31.4428
YGL048C	1218	99.4315	121.675	124.721	104.763	118.413	122.333	103.164	116.991	128.665	110.724	115.684	131.807
YGL049C	2745	39.5434	41.0934	39.2376	38.8813	44.4118	37.2743	38.8852	39.3333	41.0127	39.0156	39.6711	42.1595
YGL050W	822	5.95216	20.6962	20.8792	6.08226	22.19	16.7115	10.514	16.4776	20.9216	14.8481	17.742	23.5512
YGL051W	705	0.62328	0.77563	0.567886	0.522588	0.468192	0.653674	1.1845	0.852854	0.647716	0.614478	1.00531	0.808576
YGL052W	306	5.81275	2.52029	4.03322	6.18583	6.97877	5.15833	5.03312	5.98232	6.01331	3.52656	7.93319	8.29492
YGL053W	714	15.1137	18.747	16.3727	13.2602	18.6203	22.9566	13.0454	20.3046	26.4534	17.8036	24.2984	26.8802
YGL054C	417	177.173	183.655	174.179	182.626	180.314	181.861	203.291	195.094	195.251	178.159	192.453	162.847
YGL055W	1533	827.413	801.84	770.011	509.867	948.094	933.212	520.911	813.711	1063.74	985.567	946.307	1145.53
YGL056C	1584	39.6179	39.3505	35.6331	39.8729	49.2026	39.9108	41.642	45.8978	38.7174	40.6422	47.3672	47.5872
YGL057C	864	13.4861	14.4114	12.8846	15.4508	15.5445	14.7826	14.3224	15.7739	14.5207	14.0826	17.4073	17.2665
YGL058W	519	96.174	86.1486	82.5782	99.7329	108.154	90.8715	90.6375	95.785	95.0424	95.0989	96.9775	95.8648
YGL059W	1476	17.7516	21.5173	18.0657	19.8826	20.6671	19.5711	18.8611	22.9967	23.2078	19.4524	23.9551	20.6742
YGL060W	1926	19.5209	19.4032	18.2211	20.5866	21.317	17.7299	20.0682	18.694	19.2389	19.3211	19.6014	19.0621
YGL061C	744	13.4148	15.8455	13.9156	18.2937	15.5749	14.4898	14.521	12.4833	13.7237	14.2545	13.7281	14.3015
YGL062W	3537	136.528	132.728	136.984	218.125	171.11	158.925	325.312	223.968	188.99	312.477	266.035	235.625
YGL063C-A	150	4.18248	10.1035	0	4.82184	0	3.01568	0	13.9896	11.2497	4.12342	4.3651	0
YGL063W	1113	5.47259	8.47616	10.5501	6.30916	10.7901	8.7758	6.3477	7.52696	8.22451	6.89891	9.98739	10.4127
YGL064C	1686	9.9791	10.0189	8.86613	9.72188	9.9047	8.59533	9.65709	9.90822	9.4064	9.69637	9.21384	8.64687
YGL065C	1512	22.7487	23.0784	24.6859	23.9385	24.3603	23.9841	23.8501	23.6413	23.5093	23.2947	24.6601	22.4496
YGL066W	1974	12.6717	16.6562	18.1194	14.1944	21.2739	14.8714	14.3072	16.8837	17.0417	15.6825	16.6798	20.0279
YGL067W	1155	36.9885	41.5643	41.673	38.6974	42.5473	38.7605	38.9805	38.2749	41.3065	39.8401	41.5502	41.307
YGL068W	585	55.905	51.3936	47.9377	49.1139	47.7965	47.7386	51.4411	47.0051	47.1581	51.9314	49.2771	44.0039
YGL069C	465	0.837335	1.25216	1.67842	0.965336	1.53752	1.46623	0.769419	2.3006	1.12609	0.707581	1.24842	0.682798
YGL070C	369	102.705	92.236	82.65	92.5894	85.3982	88.1805	96.9466	83.0015	77.6039	91.4901	83.3697	78.9655
YGL071W	2073	31.5748	30.3978	29.8424	29.7712	36.7011	30.2018	28.223	33.5219	35.3005	29.0062	36.7973	36.8711
YGL072C	360	4.65543	4.31095	3.26609	5.9038	2.35079	3.52452	2.99448	3.69824	4.69566	3.44227	4.61577	4.31821
YGL073W	2502	25.941	27.5278	25.999	26.2178	29.9128	25.5921	24.9882	28.4047	27.6997	26.0269	29.9821	29.3103
YGL074C	327	0	0.532906	0	0	0	0.238592	0	0.830116	0.445021	0.326234	0.345355	0.944422
YGL075C	1164	4.09451	8.02646	8.54696	5.14363	9.25537	7.14648	5.94849	7.20188	8.73448	5.65137	7.98664	9.99347
YGL076C	735	671.251	561.053	539.758	614.75	555.118	539.15	608.61	498.841	495.732	560.981	495.264	430.769
YGL077C	1692	97.9973	117.492	128.24	98.0737	136.56	129.44	108.637	116.308	122.943	104.981	122.945	128.014
YGL078C	1572	52.3982	57.619	53.0635	60.6332	62.218	59.1982	69.3419	56.9781	57.5195	62.6714	58.1918	55.0419
YGL079W	657	32.2972	29.9329	24.6262	30.5906	28.5475	28.3555	26.4771	26.8482	29.127	25.9099	28.3539	29.3703
YGL080W	393	87.5614	88.1328	70.6734	88.5351	80.8846	77.2356	74.4412	77.1201	92.1789	71.2888	76.2163	82.7039
YGL081W	963	1.70081	2.4768	2.13983	1.75221	2.6579	2.45265	2.61861	3.26808	2.94434	2.14058	2.45488	3.25333
YGL082W	1146	38.339	38.9197	38.8001	42.0412	45.513	39.0663	38.1673	43.1149	43.1736	39.8422	43.8009	44.5577
YGL083W	2415	10.7001	10.6907	13.163	9.02151	12.6385	10.3728	9.898	10.1445	11.1014	8.8673	10.4204	11.8478
YGL084C	1683	31.6756	32.6295	34.5636	33.8173	33.8788	33.9336	32.3639	34.5178	35.1721	30.5178	35.2588	33.0914
YGL085W	825	11.7077	15.5316	16.4545	11.1186	17.3795	15.1366	11.7577	14.1412	15.8357	12.8249	16.6196	16.0031
YGL086W	2250	13.6614	15.8664	15.6978	12.6236	16.1109	14.226	13.5173	15.3215	16.5231	15.1743	15.2147	17.634
YGL087C	414	128.719	124.074	112.214	127.274	133.417	117.311	118.854	127.539	107.192	115.94	131.561	123.127
YGL088W	366	6983.7	8490.08	6987.15	9303.1	5792.96	7716.82	7862.26	8811.57	7196.25	7435.9	6335.37	6661.36
YGL089C	363	2.26647	1.82501	0.681461	2.35164	1.04042	1.14393	0.728921	0.568568	0.609613	0.893784	0.946171	0.32343
YGL090W	1266	6.85959	11.047	10.9999	8.66971	12.0125	10.2033	8.49765	11.0259	12.6931	9.24238	11.7993	13.3417
YGL091C	987	13.7942	23.3705	26.1061	15.2974	25.1361	23.0726	16.383	21.0201	25.5431	19.6397	25.5044	27.8781
YGL092W	3954	37.3794	44.446	47.0943	38.1971	48.7688	42.6346	39.3282	42.0683	44.9005	40.6535	44.3683	46.0465
YGL093W	2754	11.841	16.1956	17.0053	11.1896	16.5721	14.4055	12.2904	15.2059	16.6319	12.7924	15.0062	17.3831
YGL094C	3348	27.7554	27.2098	26.3134	24.9815	29.9833	26.0179	25.1517	27.0158	27.5271	25.7442	28.5844	28.2571
YGL095C	1734	17.1556	21.2114	22.2162	16.4082	23.4821	20.1979	17.9904	21.6493	23.996	20.4298	23.2797	26.5422
YGL096W	831	7.81349	9.72336	10.8566	7.77955	10.4343	8.89872	7.85283	10.7286	10.5976	9.23502	9.72998	11.15
YGL097W	1449	32.2111	50.6605	57.6824	38.1528	55.9438	52.6755	42.345	49.0628	50.0662	43.2615	55.7296	59.3317
YGL098W	738	16.2741	20.2095	22.1887	17.97	21.2477	20.1917	19.9671	21.1638	22.0284	20.0554	23.3815	22.7711
YGL099W	1923	36.2099	39.6838	39.5395	35.5706	39.4512	40.2197	39.2652	36.6676	38.5882	37.5398	35.9224	35.6817
YGL100W	1050	45.6435	48.4414	55.8	45.8155	53.485	49.3536	46.5801	49.0914	50.8857	43.3453	49.8247	49.2075
YGL101W	648	30.4355	28.1052	25.1168	28.817	25.3864	24.6995	23.6379	23.2301	24.1233	23.6853	20.2751	18.2969
YGL102C	429	2.72732	0.346752	0.575458	0.661944	0.395363	0.827987	0	0.600156	0.289567	0.849097	0.599243	0.204839
YGL103W	450	1804.02	1882.29	1901.59	1657.43	1677.64	1912.46	1810.77	1701.36	1781.83	1879.17	1629.76	1656.26
YGL104C	1461	7.18427	9.18378	10.277	9.80628	9.4339	10.2064	8.26173	11.302	12.3424	9.24759	11.3248	13.7202
YGL105W	1131	350.216	330.901	327.982	355.153	352.76	325.09	334.273	314.506	315.904	320.491	315.734	290.997
YGL106W	450	230.997	238.793	225.975	232.817	244.653	236.718	221.593	229.278	216.873	236.607	231.022	222.327
YGL107C	1941	21.333	20.7805	17.8912	20.721	20.6514	19.3013	19.7921	19.7924	20.7318	19.0294	20.607	18.1305
YGL108C	423	18.4131	28.9359	23.812	23.111	27.6754	24.6255	20.5355	24.8341	22.766	23.5698	24.0214	23.0974
YGL109W	324	0.687927	0.553933	1.37893	0.396544	1.26318	0.248006	0.553113	0.575247	0.925162	0.339106	1.43593	0.981687
YGL110C	1875	8.80328	14.6378	15.8622	9.69101	15.406	13.9895	10.7321	13.9121	17.5343	12.4701	15.4399	17.7553
YGL111W	1392	30.2232	37.4237	37.2915	32.1851	39.3495	36.2326	32.461	34.913	36.7393	32.4261	34.0672	35.1937
